fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,76.7,82.300003,91.099998,91.300003,92,93.5,90.699997,88.300003,94.099998,86.5,81.800003,3119,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.1,.89999998,.60000002,.69999999,.89999998,1.6,1.8,1.3,.60000002,.5,.5,3333,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,14.7,15.3,16.200001,13.7,10.8,6.5,5.8000002,3.5,4,4,4.1999998,3119,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,16.9,2.7,4.5,3.5999999,2.5,1.8,2.3,2.4000001,.30000001,.30000001,.30000001,3361,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,2.1,2.4000001,12.2,2.5999999,2.7,2.5999999,1.8,1.9,1.4,.30000001,.30000001,3391,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.4,1.7,2,1.4,1.6,1.5,1.3,.2,0,0,0,3312,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.9,1.6,1.3,1.1,.89999998,1.5,1.8,1.1,.80000001,1,1.1,3251,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3313,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,16.6,19.799999,20,20.5,21.799999,21.9,22.799999,22.799999,25.5,25.299999,26,31211,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3311,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,..,.2,.2,.2,.5,.80000001,.30000001,.5,.30000001,.1,.2,3121A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3352,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,.2,.2,0,0,0,0,0,0,0,3333,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,..,48.299999,57.900002,55.700001,50.700001,52.700001,70.199997,61.299999,64.400002,58.099998,55.099998,333A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.2,.1,.1,.1,.1,.1,.1,.40000001,.1,.1,.1,3315,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,10.8,6.4000001,4.9000001,6.3000002,3.8,4.4000001,4.5,8.8000002,8,8.8000002,9.5,3328,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3311,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,567.2,537.90002,525.90002,480.60001,492.20001,513.79999,497.39999,499.70001,525.90002,538,532.20001,311,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,4.9,3.7,2,.5,0,0,0,0,0,0,0,3315,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.1,1.5,1.3,1,.89999998,0,0,0,0,0,0,33631,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.6,2.5999999,3.2,3.2,3.9000001,3.7,3.3,3.3,4.0999999,3.7,4.4000001,3344,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,1,2.5999999,2.0999999,1.1,1.3,3344,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,18.4,17.700001,15,16.799999,15.3,18.1,17.9,20.6,21.6,19,18.700001,3359,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,19.5,24.200001,26.700001,31.200001,29.200001,29.9,30.9,31.6,39,43.900002,40.200001,3119,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.3,.1,.1,.1,.2,.2,.30000001,0,0,0,0,325A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,61.9,59.799999,60.5,52,47.099998,50.200001,52.599998,54.099998,46,46.700001,48.400002,312,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3251,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,219.8,201.89999,193.5,176,179.89999,199.5,197.2,195.10001,204,207.10001,221.89999,3117,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,27.5,31.700001,26.9,25.700001,24.200001,25.200001,24.5,27.200001,22.6,16,11.8,3327,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33636,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,1,.80000001,.69999999,0,0,.2,.2,3254,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,24.7,23.9,26.299999,22.1,21.9,21.200001,22.799999,21.6,22.799999,24.700001,26,3111,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3112,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,25.8,20.299999,20.6,22,22.9,29.5,23.799999,40.799999,47.299999,39.5,8.8999996,336,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,102.2,103,92.900002,77,84.400002,79.5,77,74.599998,72,74.099998,83.800003,327,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,.1,.1,.1,0,0,0,.2,.2,.2,.2,3252,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,141.9,151.2,160.10001,194.10001,229.60001,268.70001,226.39999,261.29999,265.5,353.5,358,3314,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,47.6,46.200001,51,53.900002,55.200001,55.700001,54.900002,55.599998,60.599998,72.599998,61.599998,3115,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,3.8,2,0,0,0,0,.1,0,0,0,0,3352,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.0,.40000001,.40000001,.80000001,2,1.1,1.7,1.8,1.9,.69999999,.69999999,3212,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.0,0,0,0,0,0,0,0,0,0,0,3369,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,6.1,6.5999999,15.3,4.9000001,5.4000001,4.8000002,3.5999999,3.7,2.9000001,1.4,1.4,339,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,22.4,18.9,18.200001,20.9,21,22.4,21.700001,17.700001,20.6,21.5,22.799999,332,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,3.7,3.7,3.2,2.2,2.7,2.8,2.5999999,2.5999999,1.9,1.9,2,3379,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,8.0,3.3,1.9,2.5,2.5999999,2.7,2.5,2.5999999,2.9000001,3.9000001,3.9000001,3326,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,.2,9.6999998,18.6,18.299999,.2,.30000001,1.1,1.4,1.8,3252,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3314,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.0,1.2,.69999999,.69999999,.69999999,.2,.2,.30000001,.40000001,.2,.2,3114,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,..,42.400002,43.5,38.599998,38.900002,41.099998,41.400002,34.5,29.5,26,24.5,31B,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,8.4,6.5,5.5,5.4000001,4.8000002,5.5999999,4.5999999,4.4000001,3.8,4.1999998,5.5,3211,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,13.0,15.4,13.4,12.4,11,14,14.2,15.6,14.3,15.9,14.5,3362,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,..,5.6999998,4.6999998,5.6999998,5.9000001,6.6999998,5.5999999,9.1000004,11,12.9,14.5,334A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3313,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,38.6,38.900002,43.799999,43.700001,54.799999,68.800003,60.799999,56.799999,68.5,70.599998,78.599998,3116,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,52.3,58.900002,66.199997,67,71.099998,75.800003,85.099998,75,76.599998,64.099998,71.699997,3254,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3122,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.8,2.5,1.7,2,1.9,3,11.4,.2,.2,.30000001,.2,3359,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.5,.5,.60000002,.80000001,.69999999,.80000001,1.9,4.0999999,3.8,2.5,2.5999999,334,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,2.7,2.5,2.5999999,3.4000001,0,0,0,0,0,0,0,3361,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,67.6,66.199997,64.300003,51,60.200001,84,79.5,64.199997,52.200001,49.900002,55,3219,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,16.8,19.1,19.299999,16.799999,14.3,9.5,8.6000004,6.9000001,7.5999999,7.0999999,7,311A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,4.2,2.8,3.5,4,3.8,4.3000002,6.0999999,6,6.8000002,6.5,6.5,3333,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,10.9,9.8999996,8.6000004,5.1999998,5.1999998,6.4000001,8.6999998,7.4000001,12.1,20.6,19.700001,333,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,8.6,8.6000004,7.9000001,9,9.1999998,8.8999996,6.6999998,14.3,16.299999,17.6,18.299999,334,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,11.1,11.4,9.8000002,9.6000004,9.5,10.6,12.8,12.4,11,10.5,10.3,339,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,16.9,18.200001,21.6,21.700001,21.200001,21.700001,20,19.6,19.4,18.6,19.9,311A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.2,.1,.1,.1,.1,.1,0,.1,.1,.1,.1,3315,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,2.1,2.8,3.0999999,2,2.3,11.7,16.1,4,2.5999999,4.3000002,4,3336,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,1.0,1,1.1,.80000001,.80000001,.80000001,.69999999,.80000001,4.9000001,4.0999999,5.5999999,3362,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3325,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,2.0,2.7,.89999998,1.6,2.0999999,2.5999999,1,.5,.2,.2,1.1,3366,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3314,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,2.1,1.2,1,1.6,1.6,1.5,1.8,1.7,.80000001,.80000001,.80000001,3363,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,16.4,17.5,17.299999,15.7,15.2,11.9,11.1,10.4,9.6999998,10.1,9.6999998,323,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,..,.1,.1,.30000001,.30000001,.30000001,.30000001,.5,.60000002,.69999999,.5,334A,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3313,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,9.4,5.1999998,5.1999998,4.0999999,.89999998,1.3,1.4,1.4,.89999998,.69999999,.60000002,3219,0,0,1
Total primary and secondary energy,23316,23654,22132,22126,24911,21772,23957,24411,19963,18137,18002,Atlantic provinces,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33612,0,0,1
